"","ILOPROST","SIROLIMUS","METFORMIN","FLUTICASONE","IBUDILAST","RESVERATROL","LEFLUNOMIDE","PIRFENIDONE","HESPERIDIN","FENOFIBRATE","QUERCETIN","VERAPAMIL","MODAFINIL","IVERMECTIN","HYDROCORTISONE","PRAZOSIN","TRAMADOL","LIDOCAINE","PENTOXIFYLLINE","AMANTADINE","FLUVOXAMINE","TELMISARTAN","LOSARTAN","PROPOFOL","DEXAMETHASONE","AMLODIPINE","PREDNISOLONE","PIOGLITAZONE","BUDESONIDE","PREDNISONE","NALTREXONE","CHLOROQUINE","THALIDOMIDE","CELECOXIB","AMIODARONE","SIMVASTATIN","NICLOSAMIDE","TOREMIFENE","QUETIAPINE","TACROLIMUS","SILDENAFIL","ROSUVASTATIN","DIPYRIDAMOLE","CHLORPROMAZINE","IBUPROFEN","ETOPOSIDE","FLUOXETINE","MARAVIROC","ITRACONAZOLE","ARTESUNATE","FOSTAMATINIB","ATORVASTATIN","RIBAVIRIN","CLOPIDOGREL","METHYLPREDNISOLONE","AZITHROMYCIN","CYPROHEPTADINE","NICOTINAMIDE","EBSELEN","PITAVASTATIN","ARGATROBAN","MIDAZOLAM","FAMOTIDINE","VORICONAZOLE","DISULFIRAM","DIPHENHYDRAMINE","CLARITHROMYCIN","RITONAVIR","CLOFAZIMINE","METHOTREXATE","MONTELUKAST","ISOQUERCETIN","LORATADINE","IMATINIB","NITAZOXANIDE","SITAGLIPTIN","TOFACITINIB","DECITABINE","RIVAROXABAN","RUXOLITINIB","MASITINIB","LOPINAVIR","DOXYCYCLINE","ASPIRIN","GANCICLOVIR","MEFLOQUINE","AMOXICILLIN","COLCHICINE","HYDROXYCHLOROQUINE","ARTEMISININ","TRIMETAZIDINE","MELATONIN","AMBRISENTAN","PARACETAMOL","CANDESARTAN","MELPHALAN","ENZALUTAMIDE","IBRUTINIB","NINTEDANIB","BARICITINIB","REMDESIVIR","CASIRIVIMAB.AND.IMDEVIMAB","BAMLANIVIMAB"
"CHLOROQUINE",0.990702387908291,0,0,0.00271284925214767,0,0,0,0.996102701734464,0.987344558111663,0.988327221172011,0.994213261435165,0.0027765379472642,0.991073141021752,0,0,0.008526573161752,0.00427729783946406,0.974851654080794,0.988653006259292,0.987913154863329,0.00302086858076727,0,0.98952200619134,0,0.000237257485553915,3.32014960427341e-05,0,0.00318660077247508,0.99683574163972,0.00603851330080953,0,0.500690740827149,0.00150561723503794,0.990390809675508,0,0,0.000733351435688968,0.991919831466812,0.000799327640665197,0.987093977417612,0.992085498121584,0,0.00796381562174879,0.996145021636953,0.988612194487374,0.996592687160609,0.00363877936835236,0.00337379309961563,0.994909254215659,0,0,0.99437794403194,0.988085324180797,0,0.994647286016282,0,0,0.989877238646877,0.983881186051512,0.000957677577725597,0,0.00103185438588947,0.00192332029409434,0,0.991130849503737,0.0160655861870312,0.0012024861079988,0,0,0.00611948644332409,0,0.000554815059002244,0,0,0.00127995257161532,0.991594471389239,0,0.994195508942731,0.984105292235309,0,0,0,0.989937659312124,0.994235592949196,0.994748012039816,0.982313581710902,0.992763128052961,0,0.993721043539911,0.00433458422419166,0,0.00677329634144734,0.000222906278950444,0.980913691337831,0.99068416640401,0.994939890976323,0.998014757754535,0.00390139075860594,0.00142942369273733,0.00713347608455006,0.00623924179438706,0.0117608909317808,-0.229292905663676
"THALIDOMIDE",0.991161549539579,0,0,0.984395583004643,0,1.00825312206617e-05,0,0.99270488399992,0.00678151513917861,0.988920282020788,0.00153116287886355,0.994140933545875,0.00685947958100948,0.994022675180536,0,0.00242208529921636,0.989941764466281,0.986833303852036,0,0,0.991878278371663,0.00216682270846925,0.00244751171675696,0.00317350937089523,0,0.00306499459390892,0.992335990652441,0.98623546158183,0,0.989098698421807,0.987601963852017,0.00150561723503794,0.500690740827149,0.989028381329623,0.00391722643152381,2.93380151859573e-05,0.000895054773808217,0.989624113554221,0,4.0804255990381e-05,0.978612152722961,0.000516905075960591,0.991817713534269,0.988585003371985,0,0.992459969110607,0,0.00308954643991704,0.00671880646295832,0.993982044592135,0,0.00161393096270354,0.00430210765816434,0.00232903988398848,0.98087871393995,0.00708930348507379,0.0127972082374536,0.00264865659691062,0.00285405092990549,0.996945575504251,0.00561431405376552,0.00269765862360832,0.00913385833834062,0.000244110965655355,0,0,0.995942357923899,0.00433208769123165,0.00229797769637399,0.00135032970506,0.994870195086785,0.994667608001256,0.00571646081903099,0,0,0.991084502720117,0.00692363290774871,0.00105757712739971,0.00279930800935911,0,0.994904290988406,0.994704215828488,0.995650325872269,0.991213442130977,0.992849367783876,0.992957493954314,0.988284497274371,0.00427216903990519,0.991175560653002,0.99798143396433,0.995958753361453,0.991691323901756,0.0072705783600037,0.992690401587744,0.977169903994759,0,0.988153267480529,0.988546448068181,0.00337382958073704,0.990997853707916,0.996983052204705,0.00659528669082232,-0.146497547222304
"CELECOXIB",0.00399991010594867,0,0.991910323530523,0.00379813478221257,0,0.00460435404565975,0.00546764917844045,0,0,0,0,0.992155766861512,0,0,0.987856144206246,0.000406336600243679,0.00111222643251662,0.99230710529734,0.00754611485886344,0.989533981970975,0.989530264955646,0.00159895932052512,0,0,0.987759042653114,0,0.988907560102793,0.988145289250976,0.989018262007727,0.994010012404297,0,0.990390809675508,0.989028381329623,0.500690740827149,0.97869255053438,0,0,0.994066929037782,0,0.0107809847244167,0.990599229270266,0,0.983121665064102,0,0.992794263114418,0,0,0.00342918222598155,0,0,0.00557734840711248,0.00792571283364633,0.00223757720668305,0.00597902638920442,0.984609196769072,0.985998776375794,0.00325985818798499,0.00273743988382354,0.986677406151066,0,0.00421388533608185,0,0.997491558330713,0.996402663584748,0.994194778336695,0.990928701445284,0.994404628510415,0.00610241845338248,0.992992864719996,0,0,0,0,0.000278009484660142,0,0.996342136224406,0.989143060145487,0,0.00688704415675174,0,0.991129866805621,0.989698032252733,0.989059990123971,0.992989406004771,0.982176056324632,0.988064401744455,0.990337794329479,0.0022155423060099,0.00691516176652307,0.000214956958655943,0,0.00490623629010471,0.00580551255147833,0.00362957731455204,0,0,0.00184651655594301,0.992955072452569,0.00355641842919365,0,0.990000112976278,0.0365541120430296,-0.147996785838836
"AMIODARONE",0.995503626160007,0,0.988528716086328,0.000166295114139511,0,0,2.77078873994415e-06,0,0.00257319887379911,0.991576073761542,0.994469705463204,0.990147928523414,0.992012238977297,0.987456904713826,0.986950515047814,0.99474173975985,0,0.00988975367541875,0.988374470394935,0.000767778693757945,0.990878804688981,0.00103197655433066,0,0.00402547513375787,0.990160649249825,0.00407129416496188,0,0.00600632049058169,0.993594138533235,0.00244436697304734,0.994793706458365,0,0.00391722643152381,0.97869255053438,0.500690740827149,0.00872387982067988,0.00826380204152744,0,0,0.997197892828995,0.990764651771169,0.00420448638332513,0.00423396521000896,0.992419913310274,0,0,0.00465991554631247,0.990365953558225,0.985624727571612,0.00170358497320119,0.00495729965532408,0,0.00889543216877269,0.00489212321744898,0.986367495845409,0.993662719832035,0.991912670587221,0,0,0,0,0,0.993652805431673,0.00173444040173416,0.991021461698098,0.996829092658677,0.983114140118158,0,0,0,0.991828387582522,1.82159169302218e-05,0.996669155403671,0,0.987993158661692,0.994457325641066,0,0,0.991269521924903,0.00146772163343071,0.990314967110385,0.00384091134495684,0.00167474698790928,0.989026765982204,0.991771171972802,0.984017258212907,0,0.000201527535553106,0.00505425623061324,2.95402765612082e-05,0,0,0,0.000340183928961392,0.990045103452049,0.00179817519907473,0.00194062961975249,0.986154419233297,0.983386201392532,0.992001523151172,0.00583609113117334,-0.125842636239506,-0.2398872827757
"SIMVASTATIN",0,0,0.0065900388767307,0,0.9857395998888,0.00858815696346404,0.00245311450503432,0.00231199606512967,0,0.994556016423541,0,0.00457665901197948,0,0.985434740102628,0,0,0,0.000974007011438659,0.00339868585595673,0,0.992515566189406,0,0,0.000253255880586855,0.000925186823185011,0,0,0,0,0,0,0,2.93380151859573e-05,0,0.00872387982067988,0.500690740827149,0,0,0.00121335821531276,0.00202166098108689,0.991793707113186,0.980793328731728,0,0.00209778595025427,0.991068427029252,0,0.00795521723325435,0.00200459972316764,0,0.00396291571808671,0.984997131354111,0.971085988334411,0,0.997041216045447,0.000360957810236593,0.00300869924268206,2.2830252074748e-05,0.995121300433734,0.00168161246319146,0,0,0,0,0.00362146405603927,0.00181907513477963,0,0,0.00274203671582568,0.998231708885354,0,0.010504864450022,0,0,0,0,0.00119553220153681,0.996635480862168,0.991847442861819,0,0,0,0,0,0.994920803379982,0.00257572239220725,0.991225246989859,0.00164121885905585,0,0.99576853535813,0.00226239121482645,0,0.00178033554904441,0.994096970926755,0.00634912073202748,0.00521201134329469,0,0,0,0.000522620614456234,0.988422390743243,0,0.034506310449266,-0.0157344152076402
"NICLOSAMIDE",0,0,0,0,0,0,0,0.00294297443171907,0,0.00955591683764817,0,0,0.000193873708482273,0.979239059524465,0.00132777878798778,0.00261215261833682,0,0.00250337946728018,0.996945227762239,0,0.992474935601009,0,0.00289138167754242,0,0,0,0,0,0.000901408853000014,0,0.0018866055110769,0.000733351435688968,0.000895054773808217,0,0.00826380204152744,0,0.500690740827149,0,0.99405731105119,0,0.000581809280019817,0,0,0,0,0,0.00182634156807226,0,0.0027801621905857,0,0.00112036568646501,0,0,0,0,0.00218136441870847,0,0,0,0,0,0,0.00719408296738717,0.00168672962537762,0,0.0097273047064235,0,0.00071878912083376,0.978916288159492,0,0,0,0.00717381669695216,0,0,0.00211477591982967,0,0.00327847718353819,0.990314722314921,0.000563763669126396,0,0,0,0,0.992639823737997,0.000402513178887221,0,0,0.994092309360801,0.00364383122035456,0,0.987740150476329,0.0025136748679562,0.00264516761780435,0.00291198606420451,0.00218150505790633,0.00379003957888928,0,0,0.996797685831448,0.988775224385811,0.236527069636818,0.300920811675815
"TOREMIFENE",0.987875251861955,0,0.989263847643461,0.00100940406929498,0,0,0.00258603400977937,0.00112868553890806,0.00525034925989864,0.991207976005467,0,0.994783288314396,0.988781307858953,0.000667070220392574,0,0.00188298236458644,0.00233645739030188,0.981188656868788,0.989300371285518,0,0.987395861484874,0,0.997315219476143,0.988010586941781,9.33816521930228e-05,0.005399827749747,0.990157751290411,0.98266542459247,0.991862403195579,0.991600856989979,0.00108733926320003,0.991919831466812,0.989624113554221,0.994066929037782,0,0,0,0.500690740827149,0,0,0.98605835759423,0,0.986214867165472,0.000686609102072869,0.993386815540042,0,0.00718925099826998,0.993924399452526,0,0.991634236797869,0,0,0,0,0.993570620573502,0.99380458761879,0.9941456666169,0,0,0,0.00342142510836676,0,0.990648696277592,0.00116028551077184,0.984760225444547,0,0.988232042235489,0,0.00720232320157791,0,0.987961266451626,0,0.00250798737554266,0,0.992324956800632,0.992965171066256,0.989061155093189,0,0.993547917175444,0.000448218296846952,0.989996228465626,0.00562509404079331,0.991450555976003,0.988245046027591,0.969747610380671,0.987111383540208,0.980497867147503,0.991218049296085,0,0.00244578772201123,0.993172073469068,0.995441570467861,0.992514496275724,0.987125499630324,0.994430827048945,0,0,0.990477503414762,0,0.978144801082414,0.98603895500985,0.162790457115478,-0.106343693502284
"QUETIAPINE",0.00478286047003214,0.00216399706753639,0.994325313287223,0,0,0.00236620851786637,0.98869708199867,0,0,0,0.991196730272877,0.006126745427787,0,0.983885229300355,0,0,0,0,0,0,0,0,0.00673727859895804,0.989146480615374,0,0,0.00760193304620566,0.00225784070797859,0.00218111450051822,0.00835683450570779,0,0.000799327640665197,0,0,0,0.00121335821531276,0.99405731105119,0,0.500690740827149,0.00110845202089705,0,0.00195087678588171,0,0.988156821340748,0.00191012412756525,0.987204147655286,0.0021580704513814,0.00513190220771833,0.00328336056364101,0,0,0,0,0.00894280065533958,6.86791385937602e-05,0,0,0,0,0.992714336449225,0.000805986439440811,0,0.988601695635693,0.986022514443472,0,0.979971749573953,0.00341382151554981,0,0.991071421244685,0.9933969185717,0.990952795025309,0,0.992154980572967,0.992471231814405,0.995641903998706,0.00111479499598445,0.0048278981244368,0.983498268635363,0,0.0037182967116669,0,0,0.00131235755675317,0,0.986424128148033,0.00557637765921923,0.98976756163397,0,0.000612705232638753,0.000973574759066789,0.993046591597295,0.00310564461869104,0.979568849792321,0.990326409166239,0.994829117343445,0,0.00101947248458114,0.00742134886721535,0,0.987187318569131,0.988909392062455,-0.0203549365473366,-0.191375049019772
"TACROLIMUS",0.00233826990329243,0.00514642788089477,0.00194983289011312,0,0.0051308425866444,0,0,0.00486225838679677,0,0.00210018017034718,0,0.000127592291353327,0.984383361629375,0,0.00171452445753678,0.988372013144492,0.00187001543107772,0.980720478950228,0.993082916343641,0.980349174717951,0,0.00696225470869763,0.994154490945876,0.979902908444512,0.00286728988414656,0.995771511317306,0.000359588540687113,0.989844497216082,0,0.99786344526009,0.00147372088551658,0.987093977417612,4.0804255990381e-05,0.0107809847244167,0.997197892828995,0.00202166098108689,0,0,0.00110845202089705,0.500690740827149,0.000484879118845538,0,0.00640817835614992,0.000655946850585978,0.991221047687824,0,0.990174455446009,0.00390449423688165,0,0.993256836368918,0,0.0032092485897272,0.00375866977245521,0,0.000415869935370982,0.994465051374211,0.000970175383792185,0,0.00467299439338619,0.00655119073578664,0.990544662192977,0.00295057583378173,0,0.00270178259237857,0,0.00915151395928073,0.00133715380182696,0.987825595848201,0,0,0.00151620480104358,0,0.00905111846710328,0,0.00253495306225682,0,0,0,0.997601343959354,0,0.991634542068944,0.992991575724223,0,0,0.994798972813276,0.988795070458893,0.00799846682262932,0,0.00375559304521437,0.00951704684845635,0.00121196724069135,0.00109286635777118,0.000496422878890425,0.00361183289421686,0.00019247180501308,0.99177071221757,0,0,0.000620397748828316,0.982892913851831,0,-0.100425216781381,-0.0699068551159308
"SILDENAFIL",0.985388294146071,0,0.00389329956827097,0,0,0,0.992423621611371,0.0106117878603329,0.981279532889326,0.992406987358193,0.990757731963094,0.000395640562563688,0.0131153314317324,0,0.99048167902648,0.00303059688827193,0.991982958028303,0.00714531387441513,0.989982550689242,0.991188758542591,0.996049528410203,0.982518109454657,0.987473839249546,0.00307095073865417,0.987624902622169,0.989316912368,0,0.988889785677311,0.993037834544412,0,0.00264470950133108,0.992085498121584,0.978612152722961,0.990599229270266,0.990764651771169,0.991793707113186,0.000581809280019817,0.98605835759423,0,0.000484879118845538,0.500690740827149,0,0.00742084295812341,0,0.984909285021857,0,0,0.00299817322254349,0.99108776841813,0.00223737836079471,0,0.00783085817436628,0.00410024117984906,0.988934459135438,0.983176226390151,0.00373158197263232,0.00361595173208733,0.986974054639771,0.98493054428344,0.00160934490898473,0.0067887334112548,0,0.00293830445267962,0.994646170422135,0.00428655679973506,0.000927052273538301,0,0.990488513200606,0.00174515998389268,0,0,0,0.00656402853766519,0.00704742319373629,0,0.989356976791068,0.991961485747174,0,0.992672745104748,0.00394500365666927,0.989400260828359,0.990297766088762,0.000429702917647546,0.986284463802162,0.00170881915938396,0.00940854299062495,0.985781991638212,0.000834437096387134,0.0134593900692962,0,0,0.00540591047681148,0,0,0.00428194126074555,0.00584974845318062,0.000133551087368392,0,0.00407882225813856,0.0121107460844059,0.00343494819801992,-0.00134593834505292,-0.242631510673236
"ROSUVASTATIN",0,0,0.00932550193896128,0,0,0.000674056911873252,0.00143081771002764,0,0,0,0,0.00605671593399053,0.0043580881658576,0,0,0,0.00573256387812745,0,0,0.991409385853404,0.995236521422491,0,0.00358985975561668,0.000375147645780528,0.00568439020569743,0,0.987641640964501,0,0.00213258436422972,0.00317564995587246,0,0,0.000516905075960591,0,0.00420448638332513,0.980793328731728,0,0,0.00195087678588171,0,0,0.500690740827149,0,0.991688216837415,0.00144395504381651,0,0,0.995160183855492,0,0,0,0.0190137211237064,0,0.00257464558894451,0.00304257664449706,0.000793341971358025,0,0.994471211019368,0,0,0.997002762558121,0.00289526988080242,0.992297444006321,0.987086700614371,0.00426395915173801,0,0,0,0.994842955413957,0,0.994239496532505,0.000812289607978736,0,0.000535781193062806,0.00688658421463173,0,0,0,0,0.994637188519104,0.00692359439070608,0,0,0.00445138607965642,0.002967714857752,0.00395052146031344,0.0037357615025655,0,0.995349147782376,0.00161230180046027,0,0,0.00266682327306345,0.000945252475108693,0.00156307533905416,0.987958457788863,0.984990064753575,0.00291898206709751,0.995266307893891,0.988363285239546,0.987628762318407,-0.000956944031432316,0.0342392350722684
"DIPYRIDAMOLE",0,0.000747913226797392,0.990619857647516,0.993333583216952,0.985173094484431,0.0028299309842244,0.000370837154041862,0.990429188029451,0,0.993052797494306,0,0.989354678518698,0.983606165518977,0,0.00356952457345209,0.986568159372604,0.98907727162407,0.984896536978665,0.990119106180047,0.00369376450563572,0.987436374405209,0,0,0.980380463371225,0,0.00283950660427007,0,0.00676337431443663,0,0.996221983389338,0,0.00796381562174879,0.991817713534269,0.983121665064102,0.00423396521000896,0,0,0.986214867165472,0,0.00640817835614992,0.00742084295812341,0,0.500690740827149,0.00288013719266794,0.00401784664108652,0.00187845425464508,0,0.97484458671353,0.00263635366228065,0.00209844383981324,0.00222837673546667,0,0.00242655556360993,0.00173676907369242,0,0.00242358361401504,0.992191048972413,0.00098455132663803,0.991337469815769,0,0,0,0,0.992629475644152,0.990592296844614,0.993455394290877,0.979090186849827,0,0,0,0.00760915138224339,0,0,0,0.00747322314328152,0,0.996233975185365,0,0.988530750311581,0,0,0,0.00289619110184679,0.00134778547365892,0.991993656270329,0.996030198768022,0.987316215194295,0,0.00511870262457417,0,0.991052668065603,0.987112774058523,0,0.989792459413519,0.00690574386163433,0.00747077669288537,0.000190516163432863,0,0,0.982143375360806,0.00281531744095622,0.150920076084304,-0.275230378834257
"CHLORPROMAZINE",0,0,0.993400383125775,0,0.00293075502285609,7.00680208175962e-05,0.992768535661782,0,0,0,0,0.990809518414479,0,0.00278653164229244,0,0,0,0.000218939763066212,0,0.000868481977537685,0.987336840227361,7.63051137171251e-05,0,0.00817589895885648,0,0.0100548453057287,0.00327728890590513,0,0,0.00175364697028324,0,0.996145021636953,0.988585003371985,0,0.992419913310274,0.00209778595025427,0,0.000686609102072869,0.988156821340748,0.000655946850585978,0,0.991688216837415,0.00288013719266794,0.500690740827149,0.994088661819021,0,0.00718375791182628,0,0,0,0,0,0,0,0,0.00430867476490008,0,0,0.0025052305431323,0.989490302284747,0,0,0.00544402203438745,0.996390251796395,0,0.993847552557865,0.000420714433022458,0,0.996378340432826,0,0,9.2960719693916e-05,0.988281189420015,0,0,0,0.986489988548503,0,0.00325551737301964,0.00020835323998321,0.989385566125913,0.00268691353096924,0.0009233505745761,0,0,0.00189431048808934,0,0,0,0,0.00372529873588342,0.0036833197470997,0,0,0.990421774973012,0,0,0,0,0,0.993497826521665,0.0665174153750135,-0.163780605241559
"IBUPROFEN",0.984799505002199,0.00164628238097567,0.996076440520099,0.99210133734671,0,0.991673161874798,0,0,0.988872306160257,0.992101329428842,0,0.983458049666757,0.00168418806421832,0.00207116400446111,0.986682667305702,0.00284948329750037,0.00703496130043528,0.995489456240314,0,0,0,0.990587106578193,0.999598276267062,0,0.00983358458807118,0,0.997469156644549,0.991259458957622,0.00895754410444957,0.988120728016111,0.993904514392293,0.988612194487374,0,0.992794263114418,0,0.991068427029252,0,0.993386815540042,0.00191012412756525,0.991221047687824,0.984909285021857,0.00144395504381651,0.00401784664108652,0.994088661819021,0.500690740827149,0.00284545276400013,0,0,0.000373417683584911,0,0,0.00339738867545679,0.989940040875622,0.989729098422785,0.990246601918832,0.00418352223609438,0.991366298951827,0,0.981779553025413,0,3.94407632004899e-05,0.988925464976709,0,0.00513766716908926,0.00332175614284709,0.00902418930633404,0.990712477452772,0,0.00550497928076702,0.00228814067665212,0,0,0.988467272572383,0.00130204303256961,0.00133540340962142,0.993923897439446,0.988256478607997,0.000554833035717215,0.992829992299126,0.994068381650216,0.989576712943025,0.00537135237850617,0,0.984520522482442,0,0,0.988407801750316,0,0.0063355746206458,0,0.000142939211152555,0.00395882782885154,0.00106212139448308,0,0,0,0,0.992436050803269,0.995628059541173,0.019746135402098,0.985450423716072,-0.198688952144602,-0.277429657184328
"ETOPOSIDE",0.986490337087068,0,0.000345759947538699,0,0,0.002727166757383,0,0.0016602401431748,0.00523877013039314,0,0.00296775140840034,0,0.00365290801047191,0.00167298287533786,0,0.00201966634581006,0,0,0.000479527604385391,0.995655033247721,0,0,0,0,0,0,0,0,0.00171280738744252,0,0,0.996592687160609,0.992459969110607,0,0,0,0,0,0.987204147655286,0,0,0,0.00187845425464508,0,0.00284545276400013,0.500690740827149,0.994634584510757,0,0,0.00128653715965498,0,0,0.000443367687019978,0.000460049905750783,0,0,0,0,0,0,0.00106052827604547,0,0.988042723251401,0.000480831312403106,0.00277422209749676,0,0.00390657105118679,0,0.000274486551698026,0.00233568981393769,0,0.00518504202983386,0,0,0,0,0.00272505376113281,0.988924748848696,0.00292638163278507,0,0,0.00381803570880223,0,0,0,0.00241077774604931,0,0,0.00852199701386559,0.995702048190042,0,0.00963023993106966,0.000121886692710711,0.00110120525868469,0,0,0.00278916679079267,0.993728193795175,0.00103320378889477,0.992458916449616,0.973858360351262,0.271252866856186,0.211001923286839
"FLUOXETINE",0,0,0.994852599867747,0,0,0.0048349402839386,0.991589985065686,0,0.00372675768120742,0.00542236078144048,0.00091817991492625,0.998332279172212,0.00440051824874771,0.00632756848104664,0,0.0134232231337112,0.00522057405160962,0.00246215076444403,0.00457850317892501,0.00777675708779734,0,0,0.993960074265379,0,0,0,0.00291943240938671,0,0.994685207505706,0,0.00196543775606221,0.00363877936835236,0,0,0.00465991554631247,0.00795521723325435,0.00182634156807226,0.00718925099826998,0.0021580704513814,0.990174455446009,0,0,0,0.00718375791182628,0,0.994634584510757,0.500690740827149,0.986999382845765,0.994353940542967,0,0,0,0,0,0,0.00265628380334692,0,0.00147272141842981,0,0,0.000925858468984749,0.00516388811845684,0.990843086527385,0.994470906234855,0.00201210311960934,0,0.985536581892937,0,0,0.000565800362650234,0.993715732222175,0.9900563954996,0,0,0.997541485437326,1,0,0.00822867777500997,0,0.00535484249696756,0.999755947001135,0.00740992062077087,0.993415940389765,0,0.00461812211213095,0.988462818750203,0.00178206497858646,0,0.00193237137565196,0,0.997466001244125,0,0,0,0,0.991669569806843,0.994318162794837,0.00158270666817911,0,0.00118386701611338,0.00409864166265485,-0.0540618569584916,-0.103015051134202
"MARAVIROC",0.00373480081461814,0,0.993954772099069,0.00632947915380873,0,0.989723870639091,0,0.00526096779358249,0.983074775989674,0.0016845295454478,0,0.992750144905104,0.997656865941912,0,0,0.991054946880991,0.0042950064495803,0.00129853086615074,0.00173589853514208,0.00278102438787476,0.996221633595982,0,0.984248487064379,0,0.997101916615995,0,0.00582200222925457,0.995610724041402,0.00226682263138151,0.992557970660453,0,0.00337379309961563,0.00308954643991704,0.00342918222598155,0.990365953558225,0.00200459972316764,0,0.993924399452526,0.00513190220771833,0.00390449423688165,0.00299817322254349,0.995160183855492,0.97484458671353,0,0,0,0.986999382845765,0.500690740827149,0.99271940869342,0.994530221968771,0,0.993203611200479,0.989039861716742,0,0,0.00246027314549056,0.00348858581541852,0,0,0,0.00577679942875491,0,0.00204572056287142,0.99672497522457,0.996257641434224,0.989471668366265,0.980759454789528,0.988299037540475,0.000137672491823321,0,0.985239568338061,0.00161149915672106,0.00187134377082778,0,0.000733989091618344,0.00264942940235828,0.00699008292611412,0.995531599377681,0.00168897442107694,0,0.00346743781939963,0.995881920915335,0.990161644484667,0.995637840387522,0.998463239726097,0.993934558360579,0,0,0.997114499583602,0.00733497731463242,0.0026830614222538,0.998407603420907,0,0,0.0054354471066555,0.0026449738945068,0.00110613730057511,0.991191483254978,0,0.990505966515266,0,-0.164092713933057,0.0454633273280662
"ITRACONAZOLE",0,0.00156858162753337,0.983771697627322,0,0.995360609302512,0,0.989445608516462,0.00256901487498269,0.00413016629574049,0.996595183558143,0,0.988220753481377,0.987545967930023,0,0.00501817157838338,0.00505289674561554,0,0,0.00154829001555159,0,0.00391464240838988,0.00170618126655377,0.00280381892381965,0,0,0,0,0,0,0,0.980574678679774,0.994909254215659,0.00671880646295832,0,0.985624727571612,0,0.0027801621905857,0,0.00328336056364101,0,0.99108776841813,0,0.00263635366228065,0,0.000373417683584911,0,0.994353940542967,0.99271940869342,0.500690740827149,0,0.00495154431635111,0,0.997142188776933,0,0.00610062241039465,0,0.00130227793774959,0,0.00112022775933871,0,0,0.00171119177254538,0.99220130034961,0,0.997070993894246,0.990037017606783,0.997629927665398,0,0.00181183589041907,0.00727707256377008,0,0.000957461467001778,0.987173203408181,0,0,0,0,0,0.00156597147748969,0.995474940989485,0,0,0,0,0.993235157902256,0,0,0,0.988107150712947,0,0,0,0,0.00555142554987348,0,0,0,0.996484725921356,0,0.986900022293763,0.989363389757166,-0.090862550855729,-0.0783727616582366
"ARTESUNATE",0.991172837214577,0.000996834299146036,0,0.00352535487368558,0,0,0,0,0.000710073877835847,0.99485659796461,0,0.99281104556835,0.990070650936125,0.976145586363072,0,0.00703219938376855,0,0.0043652389472153,0,0.00250840715024992,0,0,0.990909177308597,0.995324795680586,0.000458512438654922,0.00052636940291923,0.000415752156433711,0.000243444956978836,0,0.00306348762237217,0.00118914051560244,0,0.993982044592135,0,0.00170358497320119,0.00396291571808671,0,0.991634236797869,0,0.993256836368918,0.00223737836079471,0,0.00209844383981324,0,0,0.00128653715965498,0,0.994530221968771,0,0.500690740827149,0,0,0,0,0.000467030700713097,0,0.994032001420131,0,0.00202077904575307,0,0.00184173217272194,0,0.00248399643947025,0.991068192470871,0.983891830320593,0.00402557826489326,0,0,0.00246127679245051,0.987914670197071,0.00574713978508169,7.72073209029643e-05,0,0.994795387691383,0.980335530319725,0,0,0.000944725650679282,0.990672480315625,0.000710555886802075,0.0104103445457372,0.00477432417696068,0.993011340966909,0,0.986810805252102,0.00868860472800043,0,0.994507445570272,0.000980835215167481,0.982887761479343,0,0,0.000893546222366362,0.001710664084653,0.00223563148044584,0,0,0.00347945809673311,0,0.992128718326723,0.988737640730119,0.141800797962083,0.0691786245641887
"FOSTAMATINIB",0,0,0,0.00526234106170821,0,0,0,0,0,0.00418938923619485,0,0.992647035325754,0,0,0,0,0.000536889442786851,0.00441318339729537,0.00495465200187484,0.992013840817392,0.0036517143345634,0,0.00356561461762191,0.00303636722931526,0,0,0.000169015584470261,0,0,0,0.00130974754225927,0,0,0.00557734840711248,0.00495729965532408,0.984997131354111,0.00112036568646501,0,0,0,0,0,0.00222837673546667,0,0,0,0,0,0.00495154431635111,0,0.500690740827149,0.993457959877458,0.986586024899563,0.00184329499778253,0,0,0,0,0.000455421637692047,0.992577013142715,0,0,0.000891421931203851,0,0.00449966521639878,0.00534926820218505,0.00278720957490271,0,0,0,0.00184948888929294,0,0,0,0,0,0.00587045172561221,0,0,0.992061206718742,0.00122191851623134,0,0,0,0,0,0,0.996946248866746,0.994314332031989,0,0,0,0,0,0,0.00203978115823291,0.0023344627178723,0,0,0.990092885962364,0.995319590411673,0.182714315209524,0.277506363440252
