"","ILOPROST","SIROLIMUS","METFORMIN","FLUTICASONE","IBUDILAST","RESVERATROL","LEFLUNOMIDE","PIRFENIDONE","HESPERIDIN","FENOFIBRATE","QUERCETIN","VERAPAMIL","MODAFINIL","IVERMECTIN","HYDROCORTISONE","PRAZOSIN","TRAMADOL","LIDOCAINE","PENTOXIFYLLINE","AMANTADINE","FLUVOXAMINE","TELMISARTAN","LOSARTAN","PROPOFOL","DEXAMETHASONE","AMLODIPINE","PREDNISOLONE","PIOGLITAZONE","BUDESONIDE","PREDNISONE","NALTREXONE","CHLOROQUINE","THALIDOMIDE","CELECOXIB","AMIODARONE","SIMVASTATIN","NICLOSAMIDE","TOREMIFENE","QUETIAPINE","TACROLIMUS","SILDENAFIL","ROSUVASTATIN","DIPYRIDAMOLE","CHLORPROMAZINE","IBUPROFEN","ETOPOSIDE","FLUOXETINE","MARAVIROC","ITRACONAZOLE","ARTESUNATE","FOSTAMATINIB","ATORVASTATIN","RIBAVIRIN","CLOPIDOGREL","METHYLPREDNISOLONE","AZITHROMYCIN","CYPROHEPTADINE","NICOTINAMIDE","EBSELEN","PITAVASTATIN","ARGATROBAN","MIDAZOLAM","FAMOTIDINE","VORICONAZOLE","DISULFIRAM","DIPHENHYDRAMINE","CLARITHROMYCIN","RITONAVIR","CLOFAZIMINE","METHOTREXATE","MONTELUKAST","ISOQUERCETIN","LORATADINE","IMATINIB","NITAZOXANIDE","SITAGLIPTIN","TOFACITINIB","DECITABINE","RIVAROXABAN","RUXOLITINIB","MASITINIB","LOPINAVIR","DOXYCYCLINE","ASPIRIN","GANCICLOVIR","MEFLOQUINE","AMOXICILLIN","COLCHICINE","HYDROXYCHLOROQUINE","ARTEMISININ","TRIMETAZIDINE","MELATONIN","AMBRISENTAN","PARACETAMOL","CANDESARTAN","MELPHALAN","ENZALUTAMIDE","IBRUTINIB","NINTEDANIB","BARICITINIB","REMDESIVIR","CASIRIVIMAB.AND.IMDEVIMAB","BAMLANIVIMAB"
"MODAFINIL",0,0,0.997931711106629,0.986642944569978,0.00175732008726621,0.00529367521693924,0.00175580836388389,0.98127286641586,0.991743835519723,0.992561942719975,0.00113626473008547,0.997197489608472,0.500690740827149,0,0.988529624157381,0.984005364560683,0.995865389581422,0.992838677273502,0.990791418567964,0.997885537615133,0.994237905931025,0.994340283604511,0.989629000700805,0.00515623978119363,0.00234389340909063,0.00271049118788404,0,0.00119610271104386,0,0.0011176339162152,0,0.991073141021752,0.00685947958100948,0,0.992012238977297,0,0.000193873708482273,0.988781307858953,0,0.984383361629375,0.0131153314317324,0.0043580881658576,0.983606165518977,0,0.00168418806421832,0.00365290801047191,0.00440051824874771,0.997656865941912,0.987545967930023,0.990070650936125,0,0,0.991062267275916,0,0.992201268577122,0,0.985495239752501,0.00181901951182665,0.985574276569551,0,0.992214422686338,0,0.982616599185751,0.992548787126486,0.98629092871942,0.984387789404866,0.987767194898043,0,0.997493146039668,0.981594481377542,0.986986834779732,0,0,0.997207390491631,0,0.0114669415613878,0.995353706073845,0,0.994155522450525,0.985647442511358,0,0.990845420285552,0,0.00307732562555307,0.98978566115095,0.992653042577273,0.990100723640079,0,0.993572197652392,0.997959207070485,0.986560808277081,0.994735179208723,0.00338207139035761,0.998100962525175,0.992981986206302,0.99412890975909,0,0.997431333340509,0,0.0126487149450737,0,-0.0537747643013553,-0.144663669295937
"IVERMECTIN",0,0.00321211996407367,0,0,0,0.993163279898827,0,0,0.00418089099284001,0.993360677877365,0.00291722812251995,0,0,0.500690740827149,0.000407008703134987,0.00204332438076644,0.000769460057834284,0.00179347067513702,0.00640598976234778,0,0.99109349559548,0,0,0.992732046321546,0.000275097408818776,0,0,0,0,0,0.0046022761921538,0,0.994022675180536,0,0.987456904713826,0.985434740102628,0.979239059524465,0.000667070220392574,0.983885229300355,0,0,0,0,0.00278653164229244,0.00207116400446111,0.00167298287533786,0.00632756848104664,0,0,0.976145586363072,0,0,0,0,0,0,0.991435488661431,0,0,0,0.00205061522153118,0,0.00463328816825462,0.00359388110782588,0.994246029361208,0,0.00198515901917935,0.00427756290088932,0.993774359632832,0,0.00204150367255086,0,0,0,0.983523279501454,0,0,0.00639285159674131,0.985571758092751,0.976830294691464,0.000311186318838755,0.984422143903636,0.00168105543295694,0,0,0.00756648901697128,0.0086501219349259,0,0.990120883570822,0.00249685538720575,0,0.993204912615966,0.00186046587657821,0.00459543586090294,0.00032599382574517,0.00411217439621282,0,0.00113269248069818,0.00162814388541251,0.977363052980805,0,0.0998192327088173,0.165274372194032
"HYDROCORTISONE",0,0.00432939014010373,0.991240572696944,0.989200174806941,0,0.000230717981192867,0.00124290988318472,0.993397889732044,0.98416620876605,0.000138401321749655,0.998522961551682,0.994772384175825,0.988529624157381,0.000407008703134987,0.500690740827149,0,0.993261427999361,0.00860237961283502,0.981916365665805,0,0.000318279019509558,0,0.00320912127319874,0,0.989072250142085,0,0,8.03974482564582e-06,0.00246779739082656,0.994497579465073,0.00816915763515677,0,0,0.987856144206246,0.986950515047814,0,0.00132777878798778,0,0,0.00171452445753678,0.99048167902648,0,0.00356952457345209,0,0.986682667305702,0,0,0,0.00501817157838338,0,0,0.00128408077868645,0.990762184793491,0.983123128910914,0.985381830571169,0.00737876860718789,0.990441510301704,0.00888048446684321,0.989090268332004,0.00163958383584237,0.996933001858689,0.0008027613122245,0.0054116954696988,0.00243122397688693,0.00138846569661544,0,0.0025710021622204,0.0057818085269281,0.998845970928045,0,0.988426254515264,0,0,0.996586948243122,0,0,0.995939086220992,0,0.986133040885346,0.00708204780683691,0.992735583664499,0.00332410268490056,0.994636723259889,0.992545901435111,0.992081252115592,0.00239599174650773,0.00308369755774099,0,0.984395469615064,0.0062878715631866,0.990576311998803,0,0,0.0149409204437062,0.988100655936741,0.00509753977640001,0,0,0,0.00771833498869679,0,-0.0986042813811385,-0.232138772031228
"PRAZOSIN",0.985219751059924,0.0109135502645626,0,0,0.00722305989053277,0.00454121480064288,0.00410111338051997,0.99415744514669,0.00610074009877709,0.00770965927482422,0.00407690607129927,0.986731598666473,0.984005364560683,0.00204332438076644,0,0.500690740827149,0,0.99291263891674,0.00168390102520204,0,0.00098846766292213,0.98639913428855,0.975509752162644,0.00629999093535275,0.00209348249848082,0.991265542867272,0.995993983582929,0.00640787928527348,0.00580911292249024,0.994948183295601,0.000498041084971877,0.008526573161752,0.00242208529921636,0.000406336600243679,0.99474173975985,0,0.00261215261833682,0.00188298236458644,0,0.988372013144492,0.00303059688827193,0,0.986568159372604,0,0.00284948329750037,0.00201966634581006,0.0134232231337112,0.991054946880991,0.00505289674561554,0.00703219938376855,0,0.00215343640005435,0.0132661047592376,0.994869774440397,0.00285366623425965,0.0032142095908243,0.986514039320195,0,0.989731381673026,0.991822771384046,0.990717101753005,0.994490111760879,0.985691403874711,0.986808027919566,0.989096494793384,0.989006511525756,0.988162311147698,0.00873738085768014,0.000303952592877968,0,0.990543158056862,0.00207441134128592,0.987494770080094,0.993069333746629,0.991684418305758,0.98702372090273,0.000824057177175619,0,0.0059839524633671,0.00256376081884315,0.991938726471062,0.998424057675709,0.989959014151339,0.00157539188744188,0.986308255246843,0,0.989820779901258,0,0.990795069805478,0.991793606299967,0.00353916319493511,0.00794320924378782,0.000584945383545594,0.991964262320938,0.997767380916266,0.0026045557436615,0.00464184836339089,0.00100068451161387,0.00138958590056283,0.00442651641812836,0.989614434164885,-0.115901829105838,-0.254417201378934
"TRAMADOL",0.9901974160695,0,0,0.991875792996624,0,0,0,0.0023841378294813,0,0,0,0,0.995865389581422,0.000769460057834284,0.993261427999361,0,0.500690740827149,0.987193097404267,0,0.0010015762784648,0.990648665916642,0,0.985945323802873,0.994979682759574,0.992978042107478,0.00688600849312657,0.00672499113495341,0.000288323032905914,0.993704169474529,0.98346733849155,0.00838770725628528,0.00427729783946406,0.989941764466281,0.00111222643251662,0,0,0,0.00233645739030188,0,0.00187001543107772,0.991982958028303,0.00573256387812745,0.98907727162407,0,0.00703496130043528,0,0.00522057405160962,0.0042950064495803,0,0,0.000536889442786851,0.00451169846482766,0.99270121365048,0.0066169780535548,0.992366452173874,0.991202473991812,0.00309492574883754,0.00355767109826526,0.994091367296677,0.994690783876212,0.987734431496808,0.0025747020955663,0.985909930334991,0,0.996219869962761,0,0,0.00730262773417562,0,0,0,0,0.992110151355719,0,0,5.81908053096758e-05,0.00159603835673547,0.000132113882721556,0.987031681880817,0.00607245419627745,0.00402067891237637,0.00275199631857108,0.00481659047589131,0.9941749772609,0.991015222052199,0.00116157400485771,0.993662188100751,0,0.98508133830017,0,0.00500197958776236,0,0.00152329050908055,0.996777410558973,0,0.996403189306741,0,0.0040884112656928,0.00523452729262275,0.00186278554766844,0.00175633132779703,-0.0484717376218906,-0.365400620490193
"LIDOCAINE",0,0.00440628923597865,0,0.993042918289819,0.990315016391567,0,0,0.00744925554928652,0.00185437353677569,0.000821284912095716,0.988591237841097,0.989099102376478,0.992838677273502,0.00179347067513702,0.00860237961283502,0.99291263891674,0.987193097404267,0.500690740827149,0.00600576537159668,0.988279117860306,0.00345845791107689,0.00383028847316505,0.994693979047137,0.000358935473950616,0.993035891455994,0,0,0.989576585869798,0.987283427339484,0.989331385777836,0.00114110712367415,0.974851654080794,0.986833303852036,0.99230710529734,0.00988975367541875,0.000974007011438659,0.00250337946728018,0.981188656868788,0,0.980720478950228,0.00714531387441513,0,0.984896536978665,0.000218939763066212,0.995489456240314,0,0.00246215076444403,0.00129853086615074,0,0.0043652389472153,0.00441318339729537,0,0.993184740279774,0.989718625684238,0.989440313156616,0.983885679217841,0.978444526387796,0.000842714775486278,0.986604342822877,0,0.00336934243162046,0.99270348879209,0.993620464670242,0.99087288031621,0.986988282869562,0.00351414021479285,0.995026168370097,0.00774197115874033,0.00391236733469752,0.995401336574005,0.0015889655864417,0.000701883593426562,0.996929717739853,0.00435054520157157,0.00207788479392224,0.985112323793732,0.000986579530767165,0.000616033291955969,0.984221456155051,0.00505947515647955,0.014188759254005,0.987094762645008,0.0035923460568914,0.992373640306468,0.987218939483544,0.00789299154269088,0.995850186535308,0.00607286595956982,0.980903165683599,0.00106852354595427,0.985468755754183,0.998109514073324,0.000873027676923106,0.98527344804523,0.993256853333728,0,0.00478428013198007,0.00288775763226559,0.991004477293234,0.00957245149373945,0.982548707137314,-0.0886925493104773,-0.300143891968206
"PENTOXIFYLLINE",0,0.99089722465772,0.993317690741403,0.00125279064566017,0,0.00102144724030802,0,0.00908062826925316,0.00455394569070183,0,0.00343262676665768,0.993538810531483,0.990791418567964,0.00640598976234778,0.981916365665805,0.00168390102520204,0,0.00600576537159668,0.500690740827149,0.00623311188064929,0.00300451129452373,0.992952549777497,0.99693945206667,0.993304060105492,0,0.00687046020502104,0,0,0,0.0064568634207861,0,0.988653006259292,0,0.00754611485886344,0.988374470394935,0.00339868585595673,0.996945227762239,0.989300371285518,0,0.993082916343641,0.989982550689242,0,0.990119106180047,0,0,0.000479527604385391,0.00457850317892501,0.00173589853514208,0.00154829001555159,0,0.00495465200187484,0,0.984323381982135,0.991603867700242,0.990295402973696,0.976679857686058,0.00344893913821358,0.986111210279611,0.00733354360226324,0.000402030381926577,0.0048801133198207,0,0,0,0.00512998612502273,0,0.99607015935851,0,0.00743988954009874,0.987282131993156,0,0.00108567925380908,0.0103962882839991,0.00120687501555134,0.992232977706835,0.00464625137686434,0.0112506049306799,0.99324784421803,0.00693113898324594,0,0.00244654186780773,0.00131620227793737,0.00552545665260642,0.00250205089683481,0.00053348597841702,0.989095559595878,0.00277244943912643,0.992856867441783,0.985661750563405,0,0.00667169841595499,0,0.996457660701464,0.987571201380115,0.00396655584870096,0.996387064344338,0,0,0.00360725160486386,0.989418289458936,0.98700627048819,-0.138963718206068,-0.0752965334775604
"AMANTADINE",0,0.00412367874894009,0.994438812252413,0,0,0.987171587391879,0.00241895055567279,0,0.983591676240079,0.00346382937983818,0.00409561291719301,0,0.997885537615133,0,0,0,0.0010015762784648,0.988279117860306,0.00623311188064929,0.500690740827149,0.987414051565439,0.986955814613607,0.99783080198295,0.988391153229425,0,0.987736739476982,0,0.00118940706702203,0.99040954001441,0,0,0.987913154863329,0,0.989533981970975,0.000767778693757945,0,0,0,0,0.980349174717951,0.991188758542591,0.991409385853404,0.00369376450563572,0.000868481977537685,0,0.995655033247721,0.00777675708779734,0.00278102438787476,0,0.00250840715024992,0.992013840817392,0.00126089793204679,0,0.00465295758101587,0.00277158931062435,0.994223753812991,0.000271765331431797,0.993758453205825,0,0.00854315445665941,0,0,0.987140976110121,0,0.988377797497891,0.00274918998773585,0.00390690695153833,0.0024111718778542,0.988870945408387,0,0.989719668025066,0.00656386769451963,0,0,0,0,0.994802439665201,0.992286918210864,0.985033705962255,0,0.00337010094172725,0,0.995169303811943,0.993452655369747,0.00419764530855813,0.00274896093240914,0,0,0.994006320359,0.9900319156955,0.00664178101918714,0.987618002158321,0,0.995571478675701,0.990564335737142,0.00249547199637878,0.984294970718328,0.00328056569613264,0,0.00816289458464072,0.989572039427211,-0.0265606569678252,-0.121375491226498
"FLUVOXAMINE",0,0.00593465554365607,0.997208344138869,0,0,0.00443608923118557,0.993011403295671,0.00382980413391937,0.0046994496255545,0,0.00592063443360742,0.000701785681014964,0.994237905931025,0.99109349559548,0.000318279019509558,0.00098846766292213,0.990648665916642,0.00345845791107689,0.00300451129452373,0.987414051565439,0.500690740827149,0.987282383054363,0.00294365649624166,0.999190127513084,0.000310561305097487,0.00345728765849093,0,0.988173739061782,0.000900115263439271,0,0.000380903279287943,0.00302086858076727,0.991878278371663,0.989530264955646,0.990878804688981,0.992515566189406,0.992474935601009,0.987395861484874,0,0,0.996049528410203,0.995236521422491,0.987436374405209,0.987336840227361,0,0,0,0.996221633595982,0.00391464240838988,0,0.0036517143345634,0.00468684735907158,0,0.00709848328271608,0.990688524000249,0.00501289838194461,0.00380612934731916,0.994403403473063,0.00551844352278642,0,0,0,0,0.985375254028686,0.995465975259561,0,0,0.00260642461651601,0.00380019895342091,0.00797900321945413,0,0,0.00214475800151502,0.00637042776922683,0.000817180657166807,0.00263164125863521,0.00282916779005583,0.000145955565089081,0.989682683344887,0,0.989723052092574,0,0.994142728877791,0.995765867928453,0.990342970820131,0,0.992692108075053,0,0.00281012663584515,0.00439932581064646,0.989611664684612,0.997920036360132,0.986797661002243,0.990447395241865,0,0,0.00456240329438792,0.00654771305339014,0.99182636038515,0.0146747690195478,0.00932535121127376,-0.00589565428125938,-0.282680570284961
"TELMISARTAN",0.0028323776251932,0,0,0,0.00326657319767345,0,0,0.00393822325963943,0.00603361116793256,0.00387550890886428,0,0.00399280235289157,0.994340283604511,0,0,0.98639913428855,0,0.00383028847316505,0.992952549777497,0.986955814613607,0.987282383054363,0.500690740827149,0.991514003321035,0,0,0,0.00118820723659432,0.993280343140642,0,0.00356335518413735,0,0,0.00216682270846925,0.00159895932052512,0.00103197655433066,0,0,0,0,0.00696225470869763,0.982518109454657,0,0,7.63051137171251e-05,0.990587106578193,0,0,0,0.00170618126655377,0,0,0.000327683842740627,0.00138831532322872,0.991123251643483,0,0.997010209524005,0,0.00132123052696258,0.993527796983103,0,5.87181305989663e-05,0,0,0,0,0,0,0.00937798242160698,0,0,0,0.00552873690792126,0.0012331541750333,0.00633924697576984,0,0.00174528125885008,0.00504147410870995,0,0.00379636854767757,0,0,0.00719886905202584,0,0,0,0,0.989320910224236,0,0.983165300612859,0.00412195526999781,0.00323463325182854,0.00298560480081366,0,0.991366263484487,0.991505745675762,0.0022579685847045,0,0,0,0.989321988183447,0.00619914372391329,0.0492228563011056,-0.0574146384341392
"LOSARTAN",0.987965699070049,0.997906079475466,0.00298908971974133,0.00354020957767205,0.00102814592024961,0,0.000196550742466726,0.984198055830394,0.00486749347756983,0.992834862631203,0,0.988206438786881,0.989629000700805,0,0.00320912127319874,0.975509752162644,0.985945323802873,0.994693979047137,0.99693945206667,0.99783080198295,0.00294365649624166,0.991514003321035,0.500690740827149,0.990117144194259,0.992755663122073,0,0.00213948272340617,0.9906255834867,0.00343442215049037,0.00352111632407729,0.990931058202534,0.98952200619134,0.00244751171675696,0,0,0,0.00289138167754242,0.997315219476143,0.00673727859895804,0.994154490945876,0.987473839249546,0.00358985975561668,0,0,0.999598276267062,0,0.993960074265379,0.984248487064379,0.00280381892381965,0.990909177308597,0.00356561461762191,0,0.00315506711323688,0.995448066856362,0.994643692755777,0.00201695347383787,0,0,0.00250581245540898,0.992621517930824,0,0.00511541919053299,0.000350577322023789,0,0.00388874458995581,0.987679538477237,0,0,0,0,0.995587114266193,0.00809909910821833,0,0.994165320039766,0,0.985183297672533,0.00820275795953671,0.993056295667396,0.00382961921385902,0.00216003108638049,0,0.00780893489814184,0.00140006737201316,0.0105680493460511,0,0.00400346193520488,0.989276845916298,9.19462229703969e-05,0.989440454412374,0.00273004993340594,0.987706170510881,0.00219901212694303,0,0.00884861170847392,0.98478479198346,0.00162321949429321,0,0.997491322769849,0,0.00135378898807068,0.00442455839076157,-0.117772516325011,-0.259477817298881
"PROPOFOL",0.989792316695774,0,0.985951378393074,0,0.00750937848323496,0,0,0.00330230613251335,0.00699165706685443,0.00706218648740475,0,0.989231576425715,0.00515623978119363,0.992732046321546,0,0.00629999093535275,0.994979682759574,0.000358935473950616,0.993304060105492,0.988391153229425,0.999190127513084,0,0.990117144194259,0.500690740827149,0.00319883111798854,0,0.991738189702675,0.992950977589655,0.990932591405474,0,0,0,0.00317350937089523,0,0.00402547513375787,0.000253255880586855,0,0.988010586941781,0.989146480615374,0.979902908444512,0.00307095073865417,0.000375147645780528,0.980380463371225,0.00817589895885648,0,0,0,0,0,0.995324795680586,0.00303636722931526,0,0.00689586671619656,0,0.00266256244659799,0,0.000110307379241797,0.994400864019009,0.00196648359045401,0,0,0.00477797774241754,0.00400197577831988,0.00649011004417236,0.00820328956313702,0.0123012429647711,0.987688289353364,0,0,0,0.00147436249324145,0,0.993780130494278,0.00354580593957438,0.000688377466030498,0.995324942462448,0.00148534612750665,0.989120136862295,0,0,0.985603794163664,0.000881515263103334,0.00305836704209646,0.992849856736138,0.99281119397252,0.991005717071157,0.992740276332605,0,0,0,0.992278603266783,0,0,0.985414273438854,0,0.00695281962131971,0.00753457710768974,0.991619751090423,0,0.00641660813859775,0.992566145018264,0.0459083939765893,-0.285765707275197
"DEXAMETHASONE",0,0,0,0.00281065370982549,0,0,0,0,0,0.00434379472743348,0,0.992172571784181,0.00234389340909063,0.000275097408818776,0.989072250142085,0.00209348249848082,0.992978042107478,0.993035891455994,0,0,0.000310561305097487,0,0.992755663122073,0.00319883111798854,0.500690740827149,0,0.00514528888971871,0,0.0011982983121034,0.00355830673802866,0,0.000237257485553915,0,0.987759042653114,0.990160649249825,0.000925186823185011,0,9.33816521930228e-05,0,0.00286728988414656,0.987624902622169,0.00568439020569743,0,0,0.00983358458807118,0,0,0.997101916615995,0,0.000458512438654922,0,0,0.00322096349322455,0.0052669343242211,0,0,0.989617927525856,0,0,0.00137269951713862,0,0,0.00337706697349866,0.0016117405019166,0,0,0.00215312637990838,0.00105900059889173,0,0.00074134283686212,0.00280297083238258,0,0,0,0,0.00668374703288869,0.99588709394403,0.993616748576318,0.98974459877815,0,0,0.00286293935353422,0,0,0.994694343221583,0.000565480576682819,0.985531420981143,0,0.00142115379484038,0,0,0,0,0.00069875092202448,0.00941991889302581,0.00133169594639717,0.990519477220779,0,0,0,0.984185686690739,0.105352626577372,-0.0160653934224435
"AMLODIPINE",0,0,0,0,0,0,0.992777623216543,0.00319068954010371,0.997790493504924,0,0.0020199616938986,0.992137593642714,0.00271049118788404,0,0,0.991265542867272,0.00688600849312657,0,0.00687046020502104,0.987736739476982,0.00345728765849093,0,0,0,0,0.500690740827149,0,0,0,0,0.00097322092011791,3.32014960427341e-05,0.00306499459390892,0,0.00407129416496188,0,0,0.005399827749747,0,0.995771511317306,0.989316912368,0,0.00283950660427007,0.0100548453057287,0,0,0,0,0,0.00052636940291923,0,0,0,0,0.0048324634835583,0,0.00778132799400816,0,0.00192639170760732,0,0.00473627671446522,0,0.988948771634705,0,0.00294181943276006,0.00250838881571748,0.991118316689961,0.00380737194051202,0.00190811180775735,0,0,0,0,0,0.00296420470679241,0.00162574038790825,0.987195791812297,0,0.992058454730241,0.995149896282305,0,0,0.995108825728217,0,0.00476666355222152,0.995473022143707,0,0,0,0.00809642261013841,0.000299420889207285,0.994190249289867,0.00291061694841666,0,0.993049387043415,0,0,0,0.984706943014311,0.990260509581231,0.992099486225634,0.0598604852646571,0.145381761793519
"PREDNISOLONE",0.00631972046244553,0.000337112344988295,0.986654222006196,0,0,0,0,0.00942125137722771,0,0.00182303772308815,0,0.00402916424838779,0,0,0,0.995993983582929,0.00672499113495341,0,0,0,0,0.00118820723659432,0.00213948272340617,0.991738189702675,0.00514528888971871,0,0.500690740827149,0,0,0.991391762565928,0.00154041177646258,0,0.992335990652441,0.988907560102793,0,0,0,0.990157751290411,0.00760193304620566,0.000359588540687113,0,0.987641640964501,0,0.00327728890590513,0.997469156644549,0,0.00291943240938671,0.00582200222925457,0,0.000415752156433711,0.000169015584470261,0,0,0.00238756118329278,0,0,0,0,0.00670813398817929,0,0.98516702519033,0,0.00256445454142886,0.00289204990508612,0,0.992260372050699,0.00877855680741175,0,0.985587807877701,0,0.00375989926759678,0.00316094872663026,0.00319633953308884,0.990293954717026,0.00187153704390803,0.00168743254881795,0,0.980472147735365,0.00558754159761263,0.00401634149649691,0.00231963801672657,0,0,0,0.985337050381584,0.989700776982246,0.981149343468152,0.00190923446297607,0.0022439536038147,0,0.00621187447222667,0.990978479615277,0.00333020174359978,0.00218346199310784,0.988588169877269,0,0.00873558270017707,0,0.00578420568215473,0.987765233863057,0.00377865103299262,0.115329624114453,-0.0279409317641228
"PIOGLITAZONE",0,0,0.985912224295619,0,0,0,0.000115326006372639,0,0.00465765127409443,0,0,0.992322384727687,0.00119610271104386,0,8.03974482564582e-06,0.00640787928527348,0.000288323032905914,0.989576585869798,0,0.00118940706702203,0.988173739061782,0.993280343140642,0.9906255834867,0.992950977589655,0,0,0,0.500690740827149,0,0,0,0.00318660077247508,0.98623546158183,0.988145289250976,0.00600632049058169,0,0,0.98266542459247,0.00225784070797859,0.989844497216082,0.988889785677311,0,0.00676337431443663,0,0.991259458957622,0,0,0.995610724041402,0,0.000243444956978836,0,0.000778654704351338,0,0.99173748487718,0.00248802994366325,0.00184882216741499,0.00422551139021564,0,2.6858548906071e-05,0,0.00203669244172855,0,0.986812553988,0.992854174149932,0.98551559423706,0.00473126311919659,0.00659935929435481,0.0019150673863579,0,0,0,0,0,0.00329663938470717,0,0.991526692723973,0.00381581208367492,0.00126977035786237,0.990631880768427,0,0.00423121961323784,0.9933102378326,0,0,0.989110905073102,0.986604274649131,0.986275591413254,0,0,0.00134876183526835,0.991813495277784,0.992713709040933,0.00108224047051179,0.996263871960868,0,0,0.00280664075766655,0,0.00597424634657986,0.978324297208415,0.0136628826103111,0.0351982246767922,0.0070521171877127
"BUDESONIDE",0,0,0.00543990933507903,0.991740832308926,0.985804298486139,0.000607009259924349,0,0,0,0,0.00560569859863105,0.0048010165462457,0,0,0.00246779739082656,0.00580911292249024,0.993704169474529,0.987283427339484,0,0.99040954001441,0.000900115263439271,0,0.00343442215049037,0.990932591405474,0.0011982983121034,0,0,0,0.500690740827149,0,0.015818420079377,0.99683574163972,0,0.989018262007727,0.993594138533235,0,0.000901408853000014,0.991862403195579,0.00218111450051822,0,0.993037834544412,0.00213258436422972,0,0,0.00895754410444957,0.00171280738744252,0.994685207505706,0.00226682263138151,0,0,0,0,0.00196771958970159,0.00308091725413184,0.987230236742314,0,0.996472838456667,0.996762610144379,0,0,0.993834807831273,0.000531805320418414,0,0.987186614474639,0.00564257893292173,0.988026634465351,0,0.00351565602881081,0.00306803869991991,0,0.988219131424562,0.000113654596788885,0,0.00280840025714041,0,0.996633234406873,0.992582153536138,0,0.989900486641978,0,0.00271044202755981,0.000505903989708382,0.989527846149525,0,0.00587573622909586,0.00433296860132172,0,0.998780095828787,0.991331240259909,0.00163671924326687,0.993226408869251,0.989914301988571,0,0,0,0.00471964780522955,0.991090719914552,0.00751825067211058,0,0.0057049351986302,0.991573270473319,0.1320070321359,-0.288842165069172
"PREDNISONE",0,0,0.00314226607984517,0.000345959417921436,0.00448807891776459,0,0,0.00580594898462299,0.00448250282026328,0,0,0.983842816471188,0.0011176339162152,0,0.994497579465073,0.994948183295601,0.98346733849155,0.989331385777836,0.0064568634207861,0,0,0.00356335518413735,0.00352111632407729,0,0.00355830673802866,0,0.991391762565928,0,0,0.500690740827149,0.995616109697358,0.00603851330080953,0.989098698421807,0.994010012404297,0.00244436697304734,0,0,0.991600856989979,0.00835683450570779,0.99786344526009,0,0.00317564995587246,0.996221983389338,0.00175364697028324,0.988120728016111,0,0,0.992557970660453,0,0.00306348762237217,0,0,0,0.0104484444249723,0,0.0024728208831721,0.00443148972128848,0.982751232601492,0.987732217456281,0.00641772718886671,0.00346817855729461,0.00438377839337489,0,0,0.989146491983257,0,0.985630135996143,0.00199743050067058,0,0,0.000122697896322286,0.000941035202325513,0.00330887285603109,0.989716093342285,0.000662351211372476,0,0,0.997309110447259,0,0.993823938235502,0,0.99250311601063,0,0.00484426864727799,0,0.993756132475717,0,0.994111565249534,0.00150241497163618,0,0,0.990568099824,0,0,0.982622601549822,0.00570316027734416,0.0039001219677887,0,0.995370302459822,0.978593272010927,0.003084178672104,-0.091700321349679,0.000821557803406647
"NALTREXONE",0,0.00452444509932761,0.988730760189727,0.00421971736373031,0.00271892038248921,0,0,0,0.00177506234941939,0.991039714017722,0,0.993312477363483,0,0.0046022761921538,0.00816915763515677,0.000498041084971877,0.00838770725628528,0.00114110712367415,0,0,0.000380903279287943,0,0.990931058202534,0,0,0.00097322092011791,0.00154041177646258,0,0.015818420079377,0.995616109697358,0.500690740827149,0,0.987601963852017,0,0.994793706458365,0,0.0018866055110769,0.00108733926320003,0,0.00147372088551658,0.00264470950133108,0,0,0,0.993904514392293,0,0.00196543775606221,0,0.980574678679774,0.00118914051560244,0.00130974754225927,0,0,0,0,0.00107136605330422,0.000394644475454109,0.000471238559443675,0,0,0.00129511841422772,0,0,0,0.00385708439814279,0.000366969921575959,0.00337305715544984,0,0.00514491998310292,0.00761361263091893,0,0,0,0.000599019450163706,0.00442948184072045,0,0.992195565722497,0,0,0.00416897247162129,0,0,0.00647344452313241,0.000207208436621249,0.00271183465839325,0.988542214871109,0.987806278852992,0,0,0,0,0.990146191127024,0,0.000779892270603085,0.000261058657247416,0,0,0.00141215055598143,0,0.0132535862729634,0.992622572333222,0.169852847229633,0.138986433657447
